"","16S-bodega-bay-fecal-experiment_Blank.1","16S-bodega-bay-fecal-experiment_Blank.10","16S-bodega-bay-fecal-experiment_Blank.11","16S-bodega-bay-fecal-experiment_Blank.12","16S-bodega-bay-fecal-experiment_Blank.2","16S-bodega-bay-fecal-experiment_Blank.3","16S-bodega-bay-fecal-experiment_Blank.4","16S-bodega-bay-fecal-experiment_Blank.5","16S-bodega-bay-fecal-experiment_Blank.6","16S-bodega-bay-fecal-experiment_Blank.7","16S-bodega-bay-fecal-experiment_Blank.8","16S-bodega-bay-fecal-experiment_Blank.9","16S-bodega-bay-fecal-experiment_CC.B.1.1","16S-bodega-bay-fecal-experiment_CC.B.1.2","16S-bodega-bay-fecal-experiment_CC.B.1.3","16S-bodega-bay-fecal-experiment_CC.B.2.1","16S-bodega-bay-fecal-experiment_CC.B.2.2","16S-bodega-bay-fecal-experiment_CC.B.2.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.1","16S-bodega-bay-fecal-experiment_CC.B.3.2","16S-bodega-bay-fecal-experiment_CC.B.3.3","16S-bodega-bay-fecal-experiment_CC.B.4.1","16S-bodega-bay-fecal-experiment_CC.B.4.2","16S-bodega-bay-fecal-experiment_CC.B.4.3","16S-bodega-bay-fecal-experiment_CC.SG.1.1","16S-bodega-bay-fecal-experiment_CC.SG.1.2","16S-bodega-bay-fecal-experiment_CC.SG.1.3","16S-bodega-bay-fecal-experiment_CC.SG.2.1","16S-bodega-bay-fecal-experiment_CC.SG.2.2","16S-bodega-bay-fecal-experiment_CC.SG.2.3","16S-bodega-bay-fecal-experiment_CC.SG.3.1","16S-bodega-bay-fecal-experiment_CC.SG.3.2","16S-bodega-bay-fecal-experiment_CC.SG.3.3","16S-bodega-bay-fecal-experiment_CC.SG.4.1","16S-bodega-bay-fecal-experiment_CC.SG.4.2","16S-bodega-bay-fecal-experiment_CC.SG.4.3","16S-bodega-bay-fecal-experiment_MM.B.1.1","16S-bodega-bay-fecal-experiment_MM.B.1.2","16S-bodega-bay-fecal-experiment_MM.B.1.3","16S-bodega-bay-fecal-experiment_MM.B.2.1","16S-bodega-bay-fecal-experiment_MM.B.2.2","16S-bodega-bay-fecal-experiment_MM.B.2.3","16S-bodega-bay-fecal-experiment_MM.B.3.1","16S-bodega-bay-fecal-experiment_MM.B.3.2","16S-bodega-bay-fecal-experiment_MM.B.3.3","16S-bodega-bay-fecal-experiment_MM.B.4.1","16S-bodega-bay-fecal-experiment_MM.B.4.2","16S-bodega-bay-fecal-experiment_MM.B.4.3","16S-bodega-bay-fecal-experiment_MM.SG.1.1","16S-bodega-bay-fecal-experiment_MM.SG.1.2","16S-bodega-bay-fecal-experiment_MM.SG.1.3","16S-bodega-bay-fecal-experiment_MM.SG.2.1","16S-bodega-bay-fecal-experiment_MM.SG.2.2","16S-bodega-bay-fecal-experiment_MM.SG.2.3","16S-bodega-bay-fecal-experiment_MM.SG.3.1","16S-bodega-bay-fecal-experiment_MM.SG.3.2","16S-bodega-bay-fecal-experiment_MM.SG.3.3","16S-bodega-bay-fecal-experiment_MM.SG.4.1","16S-bodega-bay-fecal-experiment_MM.SG.4.2","16S-bodega-bay-fecal-experiment_MM.SG.4.3","16S-bodega-bay-fecal-experiment_NegCtrl1","16S-bodega-bay-fecal-experiment_NegCtrl2","16S-bodega-bay-fecal-experiment_WP.MFH.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.1.2","16S-bodega-bay-fecal-experiment_WP.MFH.1.3","16S-bodega-bay-fecal-experiment_WP.MFH.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.2.2","16S-bodega-bay-fecal-experiment_WP.MFH.2.3","16S-bodega-bay-fecal-experiment_WP.MFH.3.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.3.2","16S-bodega-bay-fecal-experiment_WP.MFH.3.3","16S-bodega-bay-fecal-experiment_WP.MFH.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFH.4.2","16S-bodega-bay-fecal-experiment_WP.MFH.4.3","16S-bodega-bay-fecal-experiment_WP.MFL.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.1.2","16S-bodega-bay-fecal-experiment_WP.MFL.1.3","16S-bodega-bay-fecal-experiment_WP.MFL.2.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.2.1","16S-bodega-bay-fecal-experiment_WP.MFL.2.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.1","16S-bodega-bay-fecal-experiment_WP.MFL.3.2","16S-bodega-bay-fecal-experiment_WP.MFL.3.3","16S-bodega-bay-fecal-experiment_WP.MFL.4.1.1","16S-bodega-bay-fecal-experiment_WP.MFL.4.2","16S-bodega-bay-fecal-experiment_WP.MFL.4.3","16S-bodega-bay-fecal-experiment_WP.SG.1.1","16S-bodega-bay-fecal-experiment_WP.SG.1.2","16S-bodega-bay-fecal-experiment_WP.SG.1.3","16S-bodega-bay-fecal-experiment_WP.SG.2.1","16S-bodega-bay-fecal-experiment_WP.SG.2.2","16S-bodega-bay-fecal-experiment_WP.SG.2.3","16S-bodega-bay-fecal-experiment_WP.SG.3.1","16S-bodega-bay-fecal-experiment_WP.SG.3.2","16S-bodega-bay-fecal-experiment_WP.SG.3.3","16S-bodega-bay-fecal-experiment_WP.SG.4.1","16S-bodega-bay-fecal-experiment_WP.SG.4.2","16S-bodega-bay-fecal-experiment_WP.SG.4.3","16S-bodega-bay-fecal-experiment_Zymo.Ctrl1","16S-bodega-bay-fecal-experiment_Zymo.Ctrl2"
"5.3.1.33",0,0,153,0,28,517,34,0,43,0,0,27,17,21,85,0,14,20,66,40,52,0,0,0,0,83,28,70,71,19,28,1007,50,103,26,2458,21,29,10,97,65,29,6,0,24,270,0,23,38,28,0,41,28,38,37,52,24,28,0,23,116,0,89,108,55,97,45,36,0,116,35,12,23,22,81,73,37,110,57,80,111,119,61,94,39,95,20,41,68,76,38,0,59,60,54,71,75,81,0,0
"5.3.1.34",0,64,17,0,0,517,0,0,0,311,0,0,23,144,157,74,121,87,182,135,216,175,282,249,16,101,14,91,118,62,28,4325,542,129,122,351,44,109,13,364,326,173,30,71,106,291,158,115,189,83,0,164,160,132,92,160,114,98,293,176,104,0,19,110,98,107,82,51,70,118,145,59,231,76,81,99,37,304,202,159,134,132,61,117,36,160,156,127,302,145,168,0,129,125,153,143,272,236,0,0
"5.3.1.35",0,552,17,0,229,253,45,284,30,311,1408,0,128,543,390,189,437,624,516,1162,1515,1015,1498,1410,124,346,402,862,872,410,1591,23675,2612,519,1581,2319,354,529,116,641,491,136,301,434,635,1633,1353,1352,382,218,0,372,1280,726,640,626,1008,652,582,822,303,51,1644,2895,3268,1290,1430,1133,2750,1902,2056,1888,2364,878,2161,1907,1487,4216,4020,2612,3511,2752,1228,1401,724,3521,506,376,264,658,845,156,276,186,246,243,700,243,785,1057
"5.3.1.4",0,2286,352,5,74,529,0,415,96,311,927,30,430,1129,1408,724,882,1133,1728,1709,1955,894,1135,1585,480,1535,749,1360,1027,644,808,37137,4131,2080,1452,2082,675,1257,214,2490,1314,961,505,565,926,2875,1268,1492,1494,676,0,885,1673,843,1236,1554,1420,1298,1680,1425,168,54,1545,2138,1190,826,1076,1056,1326,1302,1300,2267,4373,872,1582,1392,682,3059,3069,1425,1409,1363,1029,758,300,1871,1100,1405,1513,2482,1516,236,1174,1008,1555,1470,2282,1419,6921,9513
"5.3.1.5",0,3472,606,33,249,782,20,722,535,699,2719,303,914,2724,2782,1384,1957,2466,3422,4208,5177,2997,4081,4525,782,2932,1658,3192,2789,1883,5121,91189,9726,4170,4361,6901,1561,2783,508,4725,2766,1667,1308,1440,2539,7545,3880,4376,2871,1410,0,1852,4624,2579,2700,3321,3942,3009,3202,3441,1132,10,5152,10294,8913,3432,3776,3574,8377,5271,6028,6781,9331,2800,6476,5317,3239,11531,10772,6266,9153,6966,4088,3566,1677,9023,2160,2440,2793,4810,3156,528,2249,1926,2649,2556,4394,2683,5254,7479
"5.3.1.6",0,23466,6062,104,910,8024,2295,5235,1988,1616,9148,731,10978,31001,34040,14762,14301,16772,32517,40051,39340,16862,22837,28809,10919,25557,13677,24320,21224,15295,17069,473565,56821,32536,18326,30060,17407,25903,5654,52266,32711,24366,12701,14415,20075,27789,26827,27372,30012,16112,28,20474,33215,18023,26101,29441,27265,27129,34974,27507,2109,261,29293,49439,31574,21008,19241,14294,21960,29837,27539,21002,18939,15918,28103,25256,14810,27536,20806,16064,35092,30723,13400,14687,11491,23969,15764,20741,24329,31918,18757,3969,24032,22728,24012,21631,33263,25549,13267,18022
"5.3.1.8",0,19015,5157,72,802,5362,2141,5036,1712,1326,10203,626,9731,28967,29614,13226,12980,14342,28310,34325,33941,15478,21066,25949,10187,22856,11764,21536,18723,14077,16614,431926,52095,30382,16551,23701,16787,24414,5370,50762,32324,24445,11767,13435,19271,29411,24524,26273,29425,15550,37,19518,31152,17119,24744,27581,24195,24740,33495,25277,1583,280,25297,43155,29603,17806,18114,13738,20395,26876,22911,19949,18666,14326,25952,23414,14210,25353,19850,14573,32632,29302,13210,12317,10098,21849,14382,18651,23486,30723,16774,3640,22616,21485,22839,20426,31280,24555,22085,30664
"5.3.1.9",0,20100,6310,104,926,6971,2995,4609,2341,1653,9109,573,12280,34137,38525,16301,15870,17002,34592,42190,40241,17153,24119,30084,11889,26267,13909,24512,21630,16214,18270,494090,59996,35534,19558,30727,19079,27705,5825,58108,35961,27673,14236,15829,22055,33579,27788,29493,33007,17697,33,22589,34771,18788,27549,31322,28513,28396,38918,28575,1235,369,29330,49475,33690,22242,20356,15423,23775,31913,28043,22576,20304,17216,30212,27369,16072,30136,23296,17371,38072,33770,15428,15313,12383,26210,17666,23087,26958,33833,20317,4274,27071,25176,26178,24509,37166,28972,11689,15697
"5.3.2.5",0,199,434,0,92,282,13,0,72,15,610,2,44,91,68,82,182,26,112,28,226,362,325,423,56,67,47,99,83,98,199,3388,450,174,208,1368,193,326,105,208,337,160,138,169,292,100,180,293,152,112,0,97,373,225,307,221,59,157,288,133,5,0,200,305,280,153,461,436,107,435,209,112,40,216,456,383,336,65,145,27,398,584,99,90,174,97,88,78,169,217,211,102,114,121,84,97,314,98,4170,6002
"5.3.2.6",0,3414,1502,28,674,1784,247,1452,819,349,4780,764,2030,5455,5880,2582,2925,4620,6268,7535,8506,4384,5318,6118,2117,5587,3568,6192,5253,3074,2173,97806,14953,5827,4276,7975,3913,5528,1364,7319,4483,2955,2441,2700,3811,6960,6940,6759,5297,3147,10,3734,7222,4267,5802,6030,6573,6305,6370,6265,1130,118,6276,10764,5626,3580,3888,2768,3745,4719,6046,5535,5056,2655,4691,4437,2646,4834,3180,2810,5018,4402,1654,2210,1782,3358,2681,3568,3658,6083,3838,998,4291,3423,3938,3396,5339,3536,7712,10575
"5.3.2.8",0,123,0,0,113,356,7,0,0,311,0,0,8,49,28,9,59,138,98,177,279,226,354,267,0,63,117,180,236,198,134,6562,748,126,470,582,58,112,46,61,94,0,8,93,79,920,348,418,51,27,0,80,210,189,96,133,165,125,96,183,614,11,74,260,477,105,152,151,379,212,197,255,408,122,178,237,202,529,652,303,375,369,133,114,47,384,90,107,41,213,248,69,46,26,17,54,154,19,0,0
"5.3.3.1",0,378,1121,0,81,424,118,1016,144,64,1495,72,916,3063,3510,1002,1438,1615,2763,3342,4140,2518,3288,3578,750,1608,1483,2362,2212,1365,1809,56894,8296,2274,3272,4027,1992,2672,612,3845,2228,1230,1524,1694,2431,3576,3700,3678,2490,1490,0,1777,3294,2370,2388,2756,2622,2504,2728,2698,172,35,2562,6722,3996,1517,2622,1768,2778,2888,3504,2090,2280,1819,2916,2828,1960,2437,1677,1106,3880,3567,1206,939,908,2356,1738,2530,2279,2530,2795,725,2655,1955,1545,2479,3623,2233,0,0
"5.3.3.10",0,596,485,0,306,672,99,284,43,331,1195,300,244,719,582,211,600,422,572,1029,1258,747,1192,1052,214,429,282,775,948,490,693,22003,2051,571,1306,4040,346,396,69,726,434,257,330,351,647,3803,1030,1109,392,218,0,374,928,456,489,524,713,600,444,519,968,76,1279,2000,1666,1265,1048,797,1406,1581,1851,1192,1528,799,1420,1190,765,2216,2245,1352,1714,1340,1146,718,490,1945,429,325,469,753,798,86,389,344,386,437,736,302,452,615
"5.3.3.14",0,1405,1537,29,77,1862,742,616,345,1054,2422,4,2908,9151,9230,3386,3144,4294,6504,11202,12607,6404,8035,9546,2636,4799,3324,6258,6213,3908,5678,120405,15985,7425,6629,11281,6167,8471,1888,16978,10705,7834,4925,5550,7372,13014,11334,10958,10262,5434,9,7088,11616,6550,9389,9723,8769,9874,12148,9385,458,65,9042,18380,14558,6015,7602,5160,8480,10362,9057,6120,5661,5667,10119,9177,6180,8917,7187,5716,14498,13066,5002,4831,4064,8804,4184,5384,5185,7103,6531,1515,5964,5437,4434,5337,8456,5850,2642,3531
"5.3.3.17",0,1491,694,20,154,894,366,225,479,744,2030,111,519,1973,2408,814,1130,1124,2009,2660,2744,1508,1749,2366,631,1452,672,1354,1096,818,1586,32009,3661,2354,1269,3108,1197,1772,314,3694,2334,1818,994,1042,1674,2958,1999,2052,2078,1138,0,1507,2810,1228,2040,2138,2236,1882,2420,1748,176,100,3001,5049,3713,3067,3018,1862,2119,3858,3138,1903,1504,1972,4392,3454,2306,3246,2742,2091,5032,4421,1924,2150,1975,3310,772,952,1380,1485,913,141,1370,1488,1734,1359,1920,1630,0,0
"5.3.3.18",0,13500,1702,32,707,2284,1769,2927,1086,665,3742,714,3716,10890,10650,3828,4910,6692,9364,14966,18682,9848,11412,14894,3207,6798,4294,9199,8588,5547,9603,182323,23672,9626,8768,20616,7312,9980,1944,18480,10774,6172,5962,5880,9079,9554,13912,14220,10328,5398,0,7773,14592,8090,10290,11335,13657,12348,12827,11032,1794,139,15109,31836,20649,10034,11298,8453,11943,19548,14774,9878,9611,9129,16428,14267,10231,13842,11092,8382,21068,20043,9682,8864,8017,15026,4242,5256,5906,7720,6926,1522,7588,6349,6732,6094,8948,6971,333,442
"5.3.3.19",0,0,0,0,19,128,0,0,0,0,381,0,11,24,95,14,5,93,63,88,94,86,49,68,33,24,31,58,38,10,400,1456,132,48,68,59,21,9,3,59,39,40,33,2,50,1026,105,165,67,22,0,49,58,25,26,30,56,11,22,122,0,19,209,297,363,122,111,78,436,241,114,187,156,71,258,280,156,375,227,249,365,233,648,121,103,338,24,21,33,11,32,0,40,25,16,27,16,34,4170,6002
"5.3.3.2",0,3979,2389,54,248,2082,971,2524,1149,671,2645,129,2679,7928,8446,3613,4050,4336,7858,9892,10330,4870,7022,7765,2913,7092,3272,5894,5284,4280,5757,140670,15044,8869,5611,9688,4869,7875,1634,14624,9319,6936,3834,4155,6092,7646,7528,8368,8900,4275,10,6041,9429,5325,7238,8223,7486,7152,9940,7830,296,28,8379,14521,10381,6091,6512,5156,6973,8554,7500,6455,8202,4596,9323,8498,5424,9162,7422,5396,10575,9120,4636,4088,3367,7742,4418,5899,7120,9593,5584,1178,6319,6443,7268,6569,10241,7288,10807,14720
"5.3.3.3",0,106,257,0,19,561,0,0,0,99,539,2,1167,3234,3482,1574,835,812,2757,2398,3339,929,1255,1724,1233,2572,949,2495,2273,1717,210,31763,8643,3527,422,549,1994,2428,491,4545,2777,2896,813,878,1636,826,1388,1526,2779,1469,0,1992,2500,1354,2137,2486,2119,2269,3126,2045,0,0,1122,1612,631,872,477,416,286,1257,764,327,221,683,610,624,374,309,232,262,852,765,607,530,661,509,1734,1783,3112,3740,1035,163,2511,2480,3104,1851,3757,2831,0,0
"5.3.3.4",0,444,191,0,247,28,36,284,26,0,433,27,24,100,96,54,104,221,122,79,180,116,90,174,35,48,81,105,66,96,0,1915,292,136,129,2451,78,122,22,186,110,40,45,47,76,51,107,147,85,46,0,89,162,110,89,104,204,127,78,124,171,51,73,86,27,21,82,35,40,78,123,62,38,133,50,56,19,82,60,48,67,68,37,16,26,49,32,71,34,55,69,18,89,58,68,104,113,68,0,0
"5.3.3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.3.3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.3.3.7",0,237,29,0,208,0,34,0,0,0,1331,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,42,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.3.3.8",0,1256,773,5,138,425,347,749,824,662,384,27,853,3044,3078,1158,1220,2080,2771,3797,4715,2732,3422,3906,773,1813,1504,2417,2302,1214,4153,61733,8228,3039,3234,7229,2069,3055,613,5660,3303,2075,1877,1978,2807,5967,5222,5306,3556,1869,0,2568,5112,2674,3557,3858,4736,4199,4518,3990,324,10,4952,11687,9187,3717,4119,2530,6903,4754,5685,4199,3600,2608,6770,5377,3530,6176,5350,3649,9571,6889,2912,2946,1744,6005,1354,1806,1653,2493,2267,600,2103,1735,1453,2097,2637,1912,2642,3531
"5.3.4.1",0,12395,2172,29,694,2551,766,1033,550,434,5364,275,3382,9529,10043,3854,3634,5065,7620,11870,14074,7772,9370,10598,2801,5325,3875,7101,6908,4250,8641,144320,18856,8286,7871,14543,7101,10082,2208,18917,12133,8409,5720,6270,8775,14869,13350,13090,11729,6234,9,7814,13618,7725,10994,11276,10281,11524,13436,11199,1301,11,10525,21958,18078,5666,8900,6534,11386,11333,9524,7668,7431,6287,12350,10856,7334,9724,7139,5954,17004,15314,6896,5202,4314,9505,4834,6064,5933,8473,7883,1936,6613,5902,4651,5959,9903,6449,2642,3531
"5.3.99.10",0,1760,16,0,100,481,13,0,26,15,610,2,0,5,0,7,2,0,43,0,42,0,1,56,0,0,0,7,0,0,65,725,55,36,7,11,4,0,8,9,0,31,0,0,0,1,12,2,14,0,0,4,60,2,63,55,50,78,146,6,11,0,1,0,4,94,6,0,33,30,26,10,0,15,0,1,0,38,129,0,165,19,0,0,6,31,19,0,0,0,7,8,11,21,6,1,44,0,4170,6002
"5.3.99.11",0,358,75,0,30,0,136,0,309,0,381,0,211,979,1094,248,382,384,1108,1209,1046,464,586,806,228,520,223,419,456,216,2593,18713,1570,1085,650,762,297,629,118,2359,1270,1080,339,273,491,1108,692,685,924,345,0,648,1084,480,704,805,895,870,1320,922,62,0,1637,3894,4289,1219,1136,1000,4020,1654,2039,1912,1329,742,2713,1998,1164,3432,3032,1943,4019,2724,1880,1404,562,3080,490,529,828,674,318,29,539,731,783,613,689,942,4170,6002
"5.3.99.2",0,0,0,0,0,152,0,0,0,0,0,0,0,2,13,0,9,0,0,38,14,0,44,23,0,0,6,0,0,0,0,316,13,0,20,16,0,19,0,30,0,12,0,9,5,23,5,0,0,0,0,3,20,0,16,0,0,0,0,6,0,0,28,26,38,14,32,6,0,50,27,7,6,22,40,35,14,6,28,3,37,104,22,7,6,13,0,0,11,25,7,0,10,10,16,0,8,7,0,0
"5.3.99.7",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,31,23,14,13,0,0,0,13,8,0,0,125,23,12,0,4,10,15,0,24,12,0,19,16,17,0,0,10,8,9,0,9,22,20,0,15,30,11,12,15,0,0,17,63,14,0,12,0,0,32,0,0,10,23,0,13,0,12,0,14,29,32,33,0,17,26,0,0,0,0,0,0,0,0,0,9,0,13,0,0
"5.4.1.3",0,69,0,0,49,0,0,0,0,0,0,0,233,299,347,107,143,230,222,643,969,416,486,595,76,140,119,284,342,167,197,2979,267,160,184,208,309,366,66,669,416,118,215,132,274,170,479,518,304,145,0,229,497,232,278,365,665,542,365,391,55,0,739,1331,764,308,364,422,216,1042,521,233,119,434,569,567,445,233,295,228,681,822,575,433,534,474,56,97,93,164,156,35,134,110,128,83,123,158,0,0
"5.4.1.4",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5.4.2.10",0,16742,4327,94,638,5224,1071,3043,1053,1299,8213,749,7774,22235,24185,10460,9754,11213,21536,28005,27222,11883,16031,20116,7599,16143,9410,16581,14946,10480,10322,304274,39125,21469,12654,21710,12913,18243,4116,36065,22823,17121,8993,10478,14579,23913,19558,19785,21302,11758,28,14685,23420,12968,18545,20817,19107,19622,25044,18797,1463,204,19230,31890,20996,14235,13807,9614,12786,20981,18279,13263,10906,11265,18146,16904,10291,16018,11757,9842,23787,21953,8703,9402,8175,14809,10717,14305,16117,20232,13435,3023,16690,15237,15366,14381,22260,16846,10022,13663
"5.4.2.11",0,21551,1206,27,585,4122,1049,4135,1657,759,4784,416,1850,5920,6509,2648,3132,3540,7063,7519,6800,2527,3138,5248,2068,4748,2248,4107,3176,2820,4048,93296,11116,8194,3358,9151,2898,4706,777,11143,6492,5207,2948,2673,4147,5444,4497,4831,6656,3080,0,4803,6803,3329,5342,6494,6742,5962,8463,5400,1322,324,6592,10312,7064,7404,4898,3354,5680,7942,7600,4626,2573,4008,8389,6993,4021,8298,6887,5132,11532,8195,3823,4712,3518,8288,3312,3859,5031,5767,2142,352,5666,5218,6512,5428,6376,6176,6290,8072
"5.4.2.12",0,23746,6597,88,901,5080,2774,3532,1911,1322,9547,249,13746,40423,42262,18067,18635,22345,41784,50110,51598,22360,31288,38042,13984,33233,18898,33363,28557,20465,24097,627513,77831,40886,25040,41323,23620,34287,7587,66464,40898,30628,15357,18270,25575,39533,36107,37331,38280,21333,47,25689,42024,24010,33588,38380,34623,34909,43416,36376,677,177,37833,64276,41132,23191,23718,18289,30693,35514,34872,31849,29293,19368,34037,30840,17849,36851,28373,20929,42846,37644,16706,17411,12442,30316,19225,26380,30339,41642,24954,5560,31116,27730,29131,26655,40425,31259,14868,20742
"5.4.2.2",0,29600,7111,128,940,6915,3051,4767,2028,2127,10244,474,14301,40062,42548,18524,16907,21072,39906,49649,49779,21215,29270,35456,14035,31475,17990,30963,27602,18983,20962,575041,73812,39030,23479,39081,23834,34196,7662,65826,41752,31747,16247,18968,25822,39662,35619,36354,39269,21454,51,26059,41912,23385,33701,37492,33661,35072,44153,35556,1339,152,34806,60805,40602,21651,24007,17142,26263,34335,31559,27138,24285,18741,32719,30401,18138,30747,22933,17956,41252,36323,15965,15870,12729,26342,20335,27400,30926,39685,25363,5710,31167,28211,28785,27656,42712,31841,11252,15314
"5.4.2.6",0,7711,1749,33,219,2015,709,706,124,73,3038,631,2244,5339,5283,2634,2931,3672,6322,6153,7751,3775,4872,5590,2356,5807,3150,5248,4289,3288,2800,97136,11231,5649,3867,7456,3360,5589,1279,7587,5087,3062,2506,2717,3752,6412,5243,5773,5537,2878,0,3266,6496,3995,5040,5617,4769,4656,5669,5733,30,24,5815,9342,3820,2734,3702,3268,2784,4483,4744,4268,5264,2441,4867,4592,2596,4407,3024,2339,3486,3655,2102,2114,1583,3100,3084,4344,5250,8060,4176,998,4564,4175,4676,4499,7054,4555,7989,10953
"5.4.2.7",0,12256,539,48,145,1320,830,918,55,487,1573,86,934,2452,2925,1287,1883,1558,2747,3063,3415,1979,2952,2942,1032,2228,994,2327,2389,1556,2532,59965,5897,3096,2433,5819,1361,1851,326,3284,2311,1497,1039,1131,1729,8088,2760,3595,2323,1067,0,1580,3462,1776,1991,2083,2256,1805,2437,2104,438,67,3130,4642,4039,2691,2196,2100,2880,3776,2694,2802,3398,1631,3574,3441,2064,4669,4310,2774,3875,3657,2371,2009,1737,4100,1288,1442,2037,3062,1798,335,2017,1958,2263,1784,3083,2036,6498,9155
"5.4.2.8",0,20857,8533,84,1001,6270,3698,7756,2566,1953,10914,693,15996,45825,49660,20978,19980,22410,45674,55561,53704,22902,31283,39268,15957,35723,19408,33519,29449,21223,22697,650010,80191,45294,24346,36970,25596,37331,8135,75819,48296,36129,17830,20480,28765,39621,36788,37741,44351,23897,51,29412,46136,25281,36776,41716,36573,37938,49749,38326,1604,243,38692,65550,42432,26218,26380,19362,28547,39729,36234,28292,25288,21318,36924,33778,19743,33035,24747,19202,45655,41304,17870,18312,15014,29582,22582,30341,36674,45084,26094,5798,35454,32777,34908,31850,48268,37574,4940,6621
"5.4.2.9",0,9348,162,0,370,86,57,568,19,0,1102,3,291,774,832,233,293,364,389,970,1171,518,677,837,137,303,118,497,523,296,684,7245,543,441,301,381,407,476,66,1232,710,257,320,280,491,472,623,622,556,284,0,465,780,360,591,603,829,842,642,592,310,0,957,2217,1714,717,689,665,1166,1454,924,871,642,654,1365,1048,818,1172,1059,759,1539,1808,902,716,882,1135,126,161,219,324,224,40,372,284,365,129,234,370,4170,6002
"5.4.3.2",0,14469,4261,28,200,2821,2072,1386,1142,519,4228,29,8299,23788,24502,11029,10535,12341,24778,27194,27034,11243,15782,19382,8485,20388,10901,19015,16481,11816,9860,324032,41590,24169,11178,16790,13733,20124,4624,38593,24915,18825,8177,10242,13542,19254,18269,19186,23119,12733,42,14626,22435,13265,19679,21298,17121,19958,24408,20445,416,130,18867,28946,16816,10206,11295,8429,11125,16158,16061,14253,11431,8954,14509,13810,7326,11765,8313,6785,16161,14470,5624,6622,5098,9322,10936,15356,18213,25468,12884,3035,18468,17076,18628,16177,23928,19392,4955,7059
"5.4.3.3",0,524,127,56,0,186,0,0,0,198,268,0,151,660,914,384,623,1136,856,791,887,533,464,912,327,610,360,749,712,573,284,14871,1824,902,562,905,208,536,93,765,413,338,200,240,351,2604,456,696,399,283,0,358,734,411,383,571,631,490,496,593,0,0,518,608,259,493,267,400,212,415,592,422,378,397,388,326,175,446,363,202,363,252,78,339,170,388,338,378,481,936,496,84,634,555,578,428,914,546,0,0
"5.4.3.5",0,0,6,56,0,111,0,0,0,198,0,0,0,22,148,0,110,140,0,0,7,34,108,74,18,50,0,6,78,46,262,2107,118,8,0,83,0,17,12,38,2,30,0,0,2,2362,104,216,34,0,0,34,39,9,8,16,22,0,0,12,0,0,236,85,18,50,0,48,34,164,0,54,113,1,46,20,32,22,34,3,48,0,3,78,92,3,24,3,12,86,3,16,28,12,56,10,12,34,0,0
"5.4.3.6",0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
