"","V1","V2","V3","V4","V5","V6","V7"
"f12dd74e63abb3c9ae2ab8e9c96a2952","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Paraglaciecola","Unassigned"
"f131882bf83973cf4f0201e7e7b51b4b","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","Unassigned","Unassigned"
"f132bf250187a54c7703f20baab94d81","Bacteria","Latescibacterota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f134c9011c24dfbf6f19d265835852d9","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Unassigned","Unassigned","Unassigned"
"f13ae0c29cdcb8be67930dedf6313fd0","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unassigned"
"f140aace052aaabe0cca28effc131134","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"f142905f6bdd248c827153c2718271a2","Bacteria","Sva0485","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f1480f7f60d67ac7295b96ecb514b482","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"f14cde1e8003af9560b67d1eb6e6e0f2","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured bacterium","Unassigned","Unassigned"
"f14e97787b03489f314f2a7b8465703e","Bacteria","Latescibacterota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f16a05a6dd9d2ee9ca9b049f57a0f83d","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","uncultured bacterium","Unassigned"
"f16ea8a39fcb55dec37082dd7e35a8b5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Unassigned","Unassigned","Unassigned"
"f16fc679477d539a297d7a2fca3088af","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","MAT-CR-H6-H10","uncultured organism","Unassigned"
"f175bf7eaf8ecd684bbd9bfe943757d6","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","uncultured","uncultured bacterium"
"f17b2ac9c655582a6ecafdc4318be8d9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Owenweeksia","Unassigned"
"f1860fe716257bd5fd5c4c6a16cf3b95","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria","Unassigned"
"f18cddd772b4ebd1b86434b7c3659dd9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Unassigned"
"f19260fa14499cab2751d0ee38dfda6b","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","Unassigned","Unassigned"
"f192eb1a894e79655a0fcb26835e349c","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f19368d1ac85cacb37b717c5d91bfed2","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Candidatus Protochlamydia","Unassigned"
"f19c1b7e7447597b7db3d02cd0983140","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus Latescibacter","Unassigned"
"f1a63449a4d0e191260a4bf7157f085d","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","uncultured bacterium","Unassigned","Unassigned"
"f1a89f2071775df350a514751509bdfb","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f1af520b9ae5ed20081aed286af3e39c","Bacteria","Dependentiae","Babeliae","Babeliales","Unassigned","Unassigned","Unassigned"
"f1b739ea32307b1ade2b603acfa878cd","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f1bcb1b4803b03801d0802f67b872075","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","uncultured bacterium"
"f1c5c7164d0d149cabea29d676843ea6","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter","uncultured bacterium"
"f1cacd9e70445f24c4619f0fca89b7f4","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","Unassigned"
"f1cb126be1ba9623214fc98ff943c23a","Bacteria","LCP-89","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f1d5dc14a8d1367eba3276252bf0fc0b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Unassigned","Unassigned"
"f1de8c8689ba932420bb3def6f8682cb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unassigned","Unassigned"
"f1e760669bddfbfddf50f983ff00bcde","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcina","Unassigned"
"f1ed9aebd4233d2ed7311e645fb71519","Bacteria","Planctomycetota","Pla4 lineage","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f1ee1ee4372b3c744dbfa446a530fe2d","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured bacterium"
"f1f346f75cc9a77840e4ff623cce9415","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","Unassigned"
"f206f7d56cbf0c23a173fb973614012b","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","Unassigned"
"f20fa9db4a9291fcc8f899a3b5c858a3","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Unassigned","Unassigned","Unassigned"
"f21204dc66d64f7f5476e9015f65ff9d","Bacteria","Chloroflexi","Dehalococcoidia","Unassigned","Unassigned","Unassigned","Unassigned"
"f216230be4983ba4b007071b9c3d1503","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas","Unassigned"
"f21ce6aa35e87edf41ca92ae58e93595","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Unassigned","Unassigned","Unassigned"
"f21e08bc710773f04bea13d0c34f2e56","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","uncultured","Unassigned"
"f223e8db8a05888eadccc82cc69684ba","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f229acc88b2573d6b052af2f45534dbb","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","uncultured bacterium"
"f22ab70e79d4d86404fd9942569a5f1e","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","uncultured","Unassigned","Unassigned"
"f23dfa0f436b825633072e203c7233e7","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f2437daf6be78dce2ff8a2196dc9dad6","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","uncultured organism","Unassigned","Unassigned"
"f243e060b5be45f4478ec4493a0a3612","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f255352d5eceff8d5c4ce165a363c80f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","Unassigned"
"f257572985f51202cf163e21d4eb1272","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f2575b7502014713d9a8918053314503","Bacteria","Marinimicrobia (SAR406 clade)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f26a4aa6b474aa5b51a65b115d7ed5a6","Bacteria","Myxococcota","Polyangia","VHS-B4-70","Unassigned","Unassigned","Unassigned"
"f26e4a0a1be98823b21604e863fec56a","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Unassigned"
"f2759a717e993f6ccd03a7ef7879f1ff","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"f289278a458e1200dc182f9c6780813b","Bacteria","Planctomycetota","Pla4 lineage","Unassigned","Unassigned","Unassigned","Unassigned"
"f291550f29728f3467ad94055d4ca2a6","Bacteria","Desulfobacterota","Desulfuromonadia","PB19","uncultured bacterium","Unassigned","Unassigned"
"f29322f04be2ac4bc1b9fff4a974cae2","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Unassigned"
"f29706268ad6bc5086be64fff98dd701","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Unassigned","Unassigned","Unassigned"
"f29c732d77045d104802a05f55204c8e","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","Unassigned","Unassigned","Unassigned"
"f29e5486738579ba0a2fc05af5704c82","Bacteria","Acidobacteriota","Subgroup 22","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f2a4261e54b6f9fe3bf20ef9fbf1f44a","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","uncultured bacterium","Unassigned"
"f2bf1b31e178ffd52b77c6f73f74b2cb","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f2c646b4f07c302c3cee75c1b17cf3f2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13","Unassigned"
"f2c8b15db78ca7ffba1c1ad4db929889","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"f2d8c46fc7d412e54761e58958b50bf3","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade","uncultured bacterium"
"f2dfa772eee5d6a97252d542132aca31","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured bacterium","Unassigned","Unassigned"
"f2e1304f821698846169cf157a93ef91","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Unassigned","Unassigned"
"f2f2c24ba01beee759b8fd1fe2add2e6","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","uncultured bacterium"
"f2fd5f4d84ac1e6a26fbfe02ed1c61e2","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","Unassigned"
"f300c5dc5ba10aac5ce282a150a8daa6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unassigned","Unassigned"
"f304838eb060f769970d8ab18ae3c23b","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f312b9080810a93158c238df3e64cab2","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Unassigned","Unassigned"
"f324717cd266344165b719e1ae8d13f7","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","uncultured bacterium"
"f32fa1add9e9a1629aba17f5195d29e4","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f330b78b731e72f4f5f35bda35e06641","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f33716b343f7cdd4348865d777123e7a","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f347e9c78811be275b88107c05f366b9","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Unassigned"
"f34c55b81fd5e399d942beb07fe5340e","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","BD2-3","Unassigned","Unassigned"
"f3565d0f24fa37db9d1577980c241ab8","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","uncultured delta proteobacterium"
"f359bbf62707a3970e7546553bfaab9e","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f366c4a46776cfe19b29e89ce065947f","Bacteria","SAR324 clade(Marine group B)","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f36b188d8978a7ebec91edd3fd294381","Bacteria","WS1","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f376fc5aa7f1de9c19efec8dafb961d1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Unassigned"
"f387ee25e6596c2ddd9680d1010e5074","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Haloferula","Unassigned"
"f388ed0f57a3b816660a3c430d173158","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f38c30f7492cd1cdacd7dda68325b26f","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17","Unassigned","Unassigned"
"f38ef047bdc63e378dbb80e62742b1fc","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Unassigned"
"f398347d2b587120b4dbb806b3fe57b3","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured bacterium"
"f39c9e9fc61cd14d3db0208d116950c9","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Unassigned","Unassigned","Unassigned"
"f3afed378be69ea52e1b0a6f541f5527","Bacteria","Zixibacteria","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f3b8826a0b7417c9fba6f94391d72fa6","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","uncultured bacterium"
"f3bfdaafd6127bec83a84b4950f91e44","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","uncultured","Unassigned"
"f3c981aa7d59285f0c60a0c0919a1b2a","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Unassigned","Unassigned"
"f3d5e9f10ef1c0454f30768d0acf8acd","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","Unassigned"
"f3dc165571b77c28e55cf5f591c20b72","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured bacterium","Unassigned","Unassigned"
"f3dc1c2a60bbc53dda35c4fec4c306ef","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","uncultured bacterium"
"f3e12b17732e0d98d415dde251942459","Bacteria","Dependentiae","Babeliae","Babeliales","uncultured bacterium","Unassigned","Unassigned"
"f3e34703aa70bd72af57e5e5c9bfb8cf","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","uncultured bacterium","Unassigned"
"f3f6d285d0f877f55812d07a5a0bf060","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","uncultured bacterium"
"f3fa0c6808d3b733329afc5f77ed6e91","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","uncultured organism"
"f3fdaa544ba39921f84dd5fded9d81b0","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","uncultured organism","Unassigned"
"f4007e7d3694c53b27b5828b2a971b63","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","Unassigned"
"f402897d41ecc6340a71506c0dbe00b9","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","uncultured bacterium"
"f40463e32fb063611686c529bd4d1f65","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Unassigned","Unassigned"
"f405edda9411230b437fcb09c6129b8e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter","Unassigned"
"f409542809b79e23a51f92738a3c59c3","Bacteria","LCP-89","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f4202641deae490c9ac932ea3f754c79","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","uncultured bacterium","Unassigned"
"f4270fc9260f05e3bdd4d3328dc6bec0","Bacteria","WS1","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f42bf626113a1d86393ba3878364e915","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC AAA011-D5","Unassigned","Unassigned"
"f433ca60cb6fafc9a039b08e6cee2242","Bacteria","LCP-89","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f4340acae15f2fd48835679fd4ad9b53","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium","Unassigned"
"f4344d0ca53ed1ba26fcdbe74f776660","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","uncultured bacterium"
"f4528c1e98f8fd720e4eae3171845dcc","Bacteria","Planctomycetota","OM190","Unassigned","Unassigned","Unassigned","Unassigned"
"f46b51c9844bb12de79cf894e1da4583","Bacteria","Chloroflexi","Anaerolineae","SJA-15","uncultured bacterium","Unassigned","Unassigned"
"f46b66adbd995551b7d7fe36b8c573b5","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Unassigned","Unassigned","Unassigned"
"f474194fe96b153d4fa96e4e8dcd8c49","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","Unassigned"
"f4793d112a85621ac54fa97487d48113","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f479b85fd4ed47177fede848fe60aa76","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f4872ce621141edd389070be46e42374","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1","uncultured bacterium"
"f4879bfad4669fb4b2af7870f518389d","Bacteria","WS2","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f4893572354c4544102390f480278974","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured bacterium","Unassigned"
"f4945bf3f1353171232bab00901e022a","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Unassigned"
"f496eb5d7c3e6879407d47bf910fc559","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured bacterium","Unassigned"
"f49a25a0522e71b6c1a0e5efbc8b49f8","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"f4adbb0b931128d0a5edaa26095c5981","Bacteria","Latescibacterota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f4ae0873eeabfebd6b42d323136837f0","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured organism","Unassigned","Unassigned"
"f4b013487c5e3371ec2e589b25ddbc5e","Bacteria","Planctomycetota","Pla3 lineage","uncultured organism","Unassigned","Unassigned","Unassigned"
"f4b2fbd935295deb463238310323e799","Bacteria","Latescibacterota","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f4b37f506b146d220f234a4c6567fff6","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unassigned"
"f4b4aa3d7cd1ef4ef1b10bcd5c32da5b","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2","Unassigned","Unassigned"
"f4bb0816d7a7fb888a87c59510684b96","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium"
"f4bceeae772fe5d1c10e76993f2775fa","Bacteria","Proteobacteria","Gammaproteobacteria","AT-s2-59","uncultured bacterium","Unassigned","Unassigned"
"f4be4f61a4473bf8e454d795b0f979a9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Unassigned","Unassigned"
"f4c3c119583bbbe5daa57600d6c1e39b","Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured archaeon","Unassigned","Unassigned"
"f4c99814443efe6a3da2cb0287f42b89","Bacteria","Planctomycetota","OM190","Unassigned","Unassigned","Unassigned","Unassigned"
"f4d079f6a3c99f5efacaebcfb0eb2ea5","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts","uncultured bacterium"
"f4d7a66b3f6d7aedb8df430a51d06516","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"f4da29ed29de7956bd1b649b53221cb3","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"f4e41cfe70f1892a56d530bd0c6f0fda","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Unassigned","Unassigned"
"f4f13f0c3811a9a7fda1d029c624a313","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353 marine group","uncultured bacterium","Unassigned","Unassigned"
"f4f1d293d91b3f6a9fd779b82b7ecd9a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","uncultured bacterium"
"f4fc019c6829364cf02db98336c7ce91","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2","uncultured bacterium"
"f4fd219eb801831a8270616c3ef93e78","Bacteria","Planctomycetota","Phycisphaerae","Unassigned","Unassigned","Unassigned","Unassigned"
"f501f8b6ff251325e81e6b62f700fcef","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Unassigned","Unassigned"
"f50489868e4d415b2e54926b1ae1a286","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","Unassigned"
"f505633f52f2d492ccbb2ca8989da21f","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Unassigned","Unassigned","Unassigned"
"f518b1492e3547265a0c2fe4865808b9","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","4572-13","uncultured bacterium","Unassigned"
"f51d7d86f0745a9d94f20d141552f940","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f51f1e725705b8714c2f486ff80ade99","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter","uncultured bacterium"
"f52348ac6b916184cc3b2efa12f796ba","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","uncultured bacterium"
"f5261d8aea1e0ecf4473e875ca7601a9","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacter","Unassigned"
"f5278b3af7b1cba4eea36456d221f2b1","Bacteria","Myxococcota","Polyangia","MidBa8","Unassigned","Unassigned","Unassigned"
"f529052dc477d3b45316c10a49468dd2","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfatitalea","Unassigned"
"f53031d752f794ff59f128a415add4b0","Bacteria","Planctomycetota","Pla4 lineage","Unassigned","Unassigned","Unassigned","Unassigned"
"f53b33bd3d2753c5781bd871f0b909ff","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium"
"f544022927453dd630e2e3713c481d0a","Bacteria","Planctomycetota","Pla3 lineage","Unassigned","Unassigned","Unassigned","Unassigned"
"f54bb613e8b23a02b8d0a6451248c774","Bacteria","SAR324 clade(Marine group B)","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"f54ebb27e1470679da5f72de077d53e1","Bacteria","Planctomycetota","OM190","Unassigned","Unassigned","Unassigned","Unassigned"
"f55364bff4e9e478f5baf0c6d0f91515","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Unassigned"
"f566e0430b4b9718748afda8dee14b9c","Bacteria","LCP-89","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f56b8923113e7a88efbcdc49552a8a1d","Bacteria","Planctomycetota","OM190","uncultured bacterium","Unassigned","Unassigned","Unassigned"
"f56bdf5b057f38409d08d199a1efc72c","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","uncultured","uncultured bacterium","Unassigned"
"f5786759bb5f1220e2b7951b67c771ee","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unassigned"
"f57b6575b7dc97c29ed0cae90669ae2b","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","Unassigned","Unassigned","Unassigned"
"f57df966028d4696a6932abedc733039","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thiohalophilus","uncultured bacterium"
"f57f2e17e19b2f7580936b34ef3e8376","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured bacterium","Unassigned"
"f58964f030e8b648a7d735faf363bf23","Bacteria","Myxococcota","Polyangia","PS-B29","uncultured organism","Unassigned","Unassigned"
"f58cd56aacbf35822df86316bb2052c9","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula","Unassigned"
"f592136a66ddb955cd591d401d8930f0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Unassigned","Unassigned"
"f599cc49fa18b24811976671aa8a6c4f","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured bacterium","Unassigned","Unassigned"
"f59d7c1cddb8b746750780d02843581d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unassigned"
"f59eede249b7a0c59917f45cf39664f9","Bacteria","LCP-89","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
"f59fd18ccb60bdb9d49f4dc68403e68c","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Unassigned","Unassigned"
"f5b0e16e282a8f3bfae52e2a3e735298","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","uncultured","Unassigned"
"f5b3c8c8231263e8adaef120fa5af718","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned"
"f5c0ab40cce31bcf2461bb5794303e23","Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria","uncultured bacterium","Unassigned","Unassigned"
"f5c8281db6cad20f431be4907f3dff58","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"f5cacb8b084a9dd8aeea4fd7c9e3f836","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Unassigned"
"f5d0225ece52f68b1f5acac4a90be8f9","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","Unassigned","Unassigned","Unassigned","Unassigned"
"f5dc0a22140e3b36b5d4736c4adf2176","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 9","uncultured bacterium","Unassigned","Unassigned"
"f5e90d565994cd541d7bb60bc74b6aa5","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured","uncultured bacterium"
"f5fbec5342964a88e1ee6dba808e160f","Bacteria","TA06","uncultured bacterium","Unassigned","Unassigned","Unassigned","Unassigned"
