"","18S-bodega-bay_Blank1.LUD","18S-bodega-bay_Blank1.RS","18S-bodega-bay_Blank10.RS","18S-bodega-bay_Blank11.RS","18S-bodega-bay_Blank12.RS","18S-bodega-bay_Blank2.LUD","18S-bodega-bay_Blank2.RS","18S-bodega-bay_Blank3.LUD","18S-bodega-bay_Blank3.RS","18S-bodega-bay_Blank4.LUD","18S-bodega-bay_Blank4.RS","18S-bodega-bay_Blank5.LUD","18S-bodega-bay_Blank5.RS","18S-bodega-bay_Blank6.LUD","18S-bodega-bay_Blank6.RS","18S-bodega-bay_Blank7.LUD","18S-bodega-bay_Blank7.RS","18S-bodega-bay_Blank8.LUD","18S-bodega-bay_Blank8.RS","18S-bodega-bay_Blank9.RS","18S-bodega-bay_CC.B.1.1.LUD","18S-bodega-bay_CC.B.1.1.RS","18S-bodega-bay_CC.B.1.2.LUD","18S-bodega-bay_CC.B.1.2.RS","18S-bodega-bay_CC.B.1.3.LUD","18S-bodega-bay_CC.B.1.3.RS","18S-bodega-bay_CC.B.2.1.LUD","18S-bodega-bay_CC.B.2.1.RS","18S-bodega-bay_CC.B.2.2.LUD","18S-bodega-bay_CC.B.2.2.RS","18S-bodega-bay_CC.B.2.3.1.LUD","18S-bodega-bay_CC.B.2.3.1.RS","18S-bodega-bay_CC.B.3.1.LUD","18S-bodega-bay_CC.B.3.1.RS","18S-bodega-bay_CC.B.3.2.LUD","18S-bodega-bay_CC.B.3.2.RS","18S-bodega-bay_CC.B.3.3.LUD","18S-bodega-bay_CC.B.3.3.RS","18S-bodega-bay_CC.B.4.1.LUD","18S-bodega-bay_CC.B.4.1.RS","18S-bodega-bay_CC.B.4.2.LUD","18S-bodega-bay_CC.B.4.2.RS","18S-bodega-bay_CC.B.4.3.LUD","18S-bodega-bay_CC.B.4.3.RS","18S-bodega-bay_CC.SG.1.1.LUD","18S-bodega-bay_CC.SG.1.1.RS","18S-bodega-bay_CC.SG.1.2.LUD","18S-bodega-bay_CC.SG.1.2.RS","18S-bodega-bay_CC.SG.1.3.LUD","18S-bodega-bay_CC.SG.1.3.RS","18S-bodega-bay_CC.SG.2.1.LUD","18S-bodega-bay_CC.SG.2.1.RS","18S-bodega-bay_CC.SG.2.2.LUD","18S-bodega-bay_CC.SG.2.2.RS","18S-bodega-bay_CC.SG.2.3.LUD","18S-bodega-bay_CC.SG.2.3.RS","18S-bodega-bay_CC.SG.3.1.LUD","18S-bodega-bay_CC.SG.3.1.RS","18S-bodega-bay_CC.SG.3.2.LUD","18S-bodega-bay_CC.SG.3.2.RS","18S-bodega-bay_CC.SG.3.3.LUD","18S-bodega-bay_CC.SG.3.3.RS","18S-bodega-bay_CC.SG.4.1.LUD","18S-bodega-bay_CC.SG.4.1.RS","18S-bodega-bay_CC.SG.4.2.LUD","18S-bodega-bay_CC.SG.4.2.RS","18S-bodega-bay_CC.SG.4.3.LUD","18S-bodega-bay_CC.SG.4.3.RS","18S-bodega-bay_MM.B.1.1.LUD","18S-bodega-bay_MM.B.1.1.RS","18S-bodega-bay_MM.B.1.2.LUD","18S-bodega-bay_MM.B.1.2.RS","18S-bodega-bay_MM.B.1.3.LUD","18S-bodega-bay_MM.B.1.3.RS","18S-bodega-bay_MM.B.2.1.LUD","18S-bodega-bay_MM.B.2.1.RS","18S-bodega-bay_MM.B.2.2.LUD","18S-bodega-bay_MM.B.2.2.RS","18S-bodega-bay_MM.B.2.3.LUD","18S-bodega-bay_MM.B.2.3.RS","18S-bodega-bay_MM.B.3.1.LUD","18S-bodega-bay_MM.B.3.1.RS","18S-bodega-bay_MM.B.3.2.LUD","18S-bodega-bay_MM.B.3.2.RS","18S-bodega-bay_MM.B.3.3.LUD","18S-bodega-bay_MM.B.3.3.RS","18S-bodega-bay_MM.B.4.1.LUD","18S-bodega-bay_MM.B.4.1.RS","18S-bodega-bay_MM.B.4.2.LUD","18S-bodega-bay_MM.B.4.2.RS","18S-bodega-bay_MM.B.4.3.LUD","18S-bodega-bay_MM.B.4.3.RS","18S-bodega-bay_MM.SG.1.1.LUD","18S-bodega-bay_MM.SG.1.1.RS","18S-bodega-bay_MM.SG.1.2.LUD","18S-bodega-bay_MM.SG.1.2.RS","18S-bodega-bay_MM.SG.1.3.LUD","18S-bodega-bay_MM.SG.1.3.RS","18S-bodega-bay_MM.SG.2.1.LUD","18S-bodega-bay_MM.SG.2.1.RS","18S-bodega-bay_MM.SG.2.2.LUD","18S-bodega-bay_MM.SG.2.2.RS","18S-bodega-bay_MM.SG.2.3.LUD","18S-bodega-bay_MM.SG.2.3.RS","18S-bodega-bay_MM.SG.3.1.LUD","18S-bodega-bay_MM.SG.3.1.RS","18S-bodega-bay_MM.SG.3.2.LUD","18S-bodega-bay_MM.SG.3.2.RS","18S-bodega-bay_MM.SG.3.3.LUD","18S-bodega-bay_MM.SG.3.3.RS","18S-bodega-bay_MM.SG.4.1.LUD","18S-bodega-bay_MM.SG.4.1.RS","18S-bodega-bay_MM.SG.4.2.LUD","18S-bodega-bay_MM.SG.4.2.RS","18S-bodega-bay_MM.SG.4.3.LUD","18S-bodega-bay_MM.SG.4.3.RS","18S-bodega-bay_NegtCtrl1.Lud","18S-bodega-bay_NegtCtrl1.SeaGrass","18S-bodega-bay_NegtCtrl2.Lud","18S-bodega-bay_NegtCtrl2.SeaGrass","18S-bodega-bay_WP.MFH.1.1.LUD","18S-bodega-bay_WP.MFH.1.1.RS","18S-bodega-bay_WP.MFH.1.2.LUD","18S-bodega-bay_WP.MFH.1.2.RS","18S-bodega-bay_WP.MFH.1.3.LUD","18S-bodega-bay_WP.MFH.1.3.RS","18S-bodega-bay_WP.MFH.2.1.1.LUD","18S-bodega-bay_WP.MFH.2.1.1.RS","18S-bodega-bay_WP.MFH.2.2.LUD","18S-bodega-bay_WP.MFH.2.2.RS","18S-bodega-bay_WP.MFH.2.3.LUD","18S-bodega-bay_WP.MFH.2.3.RS","18S-bodega-bay_WP.MFH.3.1.1.LUD","18S-bodega-bay_WP.MFH.3.1.1.RS","18S-bodega-bay_WP.MFH.3.2.LUD","18S-bodega-bay_WP.MFH.3.2.RS","18S-bodega-bay_WP.MFH.3.3.LUD","18S-bodega-bay_WP.MFH.3.3.RS","18S-bodega-bay_WP.MFH.4.1.1.LUD","18S-bodega-bay_WP.MFH.4.1.1.RS","18S-bodega-bay_WP.MFH.4.2.LUD","18S-bodega-bay_WP.MFH.4.2.RS","18S-bodega-bay_WP.MFH.4.3.LUD","18S-bodega-bay_WP.MFH.4.3.RS","18S-bodega-bay_WP.MFL.1.1.LUD","18S-bodega-bay_WP.MFL.1.1.RS","18S-bodega-bay_WP.MFL.1.2.LUD","18S-bodega-bay_WP.MFL.1.2.RS","18S-bodega-bay_WP.MFL.1.3.LUD","18S-bodega-bay_WP.MFL.1.3.RS","18S-bodega-bay_WP.MFL.2.1.1.LUD","18S-bodega-bay_WP.MFL.2.1.1.RS","18S-bodega-bay_WP.MFL.2.2.1.LUD","18S-bodega-bay_WP.MFL.2.2.1.RS","18S-bodega-bay_WP.MFL.2.3.1.LUD","18S-bodega-bay_WP.MFL.2.3.1.RS","18S-bodega-bay_WP.MFL.3.1.LUD","18S-bodega-bay_WP.MFL.3.1.RS","18S-bodega-bay_WP.MFL.3.2.LUD","18S-bodega-bay_WP.MFL.3.2.RS","18S-bodega-bay_WP.MFL.3.3.LUD","18S-bodega-bay_WP.MFL.3.3.RS","18S-bodega-bay_WP.MFL.4.1.1.LUD","18S-bodega-bay_WP.MFL.4.1.1.RS","18S-bodega-bay_WP.MFL.4.2.LUD","18S-bodega-bay_WP.MFL.4.2.RS","18S-bodega-bay_WP.MFL.4.3.1.2.LUD","18S-bodega-bay_WP.MFL.4.3.1.2.RS","18S-bodega-bay_WP.SG.1.1.LUD","18S-bodega-bay_WP.SG.1.1.RS","18S-bodega-bay_WP.SG.1.2.LUD","18S-bodega-bay_WP.SG.1.2.RS","18S-bodega-bay_WP.SG.1.3.LUD","18S-bodega-bay_WP.SG.1.3.RS","18S-bodega-bay_WP.SG.2.1.LUD","18S-bodega-bay_WP.SG.2.1.RS","18S-bodega-bay_WP.SG.2.2.LUD","18S-bodega-bay_WP.SG.2.2.RS","18S-bodega-bay_WP.SG.2.3.LUD","18S-bodega-bay_WP.SG.2.3.RS","18S-bodega-bay_WP.SG.3.1.LUD","18S-bodega-bay_WP.SG.3.1.RS","18S-bodega-bay_WP.SG.3.2.LUD","18S-bodega-bay_WP.SG.3.2.RS","18S-bodega-bay_WP.SG.3.3.LUD","18S-bodega-bay_WP.SG.3.3.RS","18S-bodega-bay_WP.SG.4.1.LUD","18S-bodega-bay_WP.SG.4.1.RS","18S-bodega-bay_WP.SG.4.2.LUD","18S-bodega-bay_WP.SG.4.2.RS","18S-bodega-bay_WP.SG.4.3.LUD","18S-bodega-bay_WP.SG.4.3.RS","18S-bodega-bay_ZymoMock1.Lud","18S-bodega-bay_ZymoMock1.SeaGrass","18S-bodega-bay_ZymoMock2.Lud","18S-bodega-bay_ZymoMock2.SeaGrass"
"1ef061e2901be6cac6c886c9a2405a33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8686,9309,9115,0
"3ee2ceca4a1730a312649c238e1f1c70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,68,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,2012,0,929,192,1100,1880,3587,68,1296,0,1882,85,938,0,1652,0,1156,0,1837,0,2215,277,1727,0,1450,0,645,0,1125,0,0,0,2289,0,890,0,719,0,1310,0,314,1308,532,0,806,0,1073,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69e9a18ac1321d17d323cde9c7274e25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,368,0,81,0,1191,27,934,0,115,1689,1324,0,1295,637,177,0,619,539,804,87,205,334,66,0,106,0,0,0,173,0,138,0,82,0,0,0,0,0,70,0,0,0,0,0,107,0,413,475,687,1260,53,576,2006,3287,1445,64,1696,0,1202,0,1297,0,0,0,2538,0,608,323,2999,296,0,0,12,0,0,0,0,20,574,0,0,9,111,0,871,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c1d822807f56f33c526bef20a99da0bc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,25,18,294,0,74,0,41,0,0,8,160,0,6,70,256,38,305,47,302,4,0,9,0,8,0,0,0,0,15,0,0,49,0,0,53,0,202,16,20,11,44,21,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,216,200,348,66,0,67,90,0,396,0,0,0,0,0,588,0,912,0,57,60,64,1278,67,407,981,86,0,120,218,116,412,139,0,0,163,0,191,5474,128,6339,0,3270,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79ce28c09c5b757c4d5a8390179a35ef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,51,0,32,0,0,0,41,0,45,0,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,8,0,0,0,7,15,154,0,297,0,145,0,1585,0,385,0,668,14,555,0,953,0,451,5,24,6,547,7,419,0,1062,0,1479,0,760,13,1080,0,2943,0,608,0,536,0,352,0,480,0,1320,67,662,0,921,0,0,0,0,0,42,0,33,0,17,0,2047,0,142,0,47,0,154,0,193,0,95,0,230,0,13,0,434,0,0,0,27,0,66,0,0,0,543,10,285,0,36,0,100,0,103,0,228,0,87,0,230,6,122,4,76,0,45,0,11,0,0,0,0,0,278,0,181,0,43,0,86,6,25,6,511,0,0,0,0
"38c94582186c8c52017b15419a69cf9d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5890,0,5807,0,159,0,244,0,1492,0,67,0,1851,0,392,0,2370,0,5,0,5,0,419,0,4,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59f4db86fab110d3ac66f9033c76da39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,97,0,0,0,0,0,222,0,0,0,0,0,0,0,2448,0,1091,0,4807,0,1208,0,0,12013,0,0,434,0,0,0,397,0,1500,0,11,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667fcd51e6db7866b07deadfb9892c75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,156,0,0,0,101,0,119,0,151,0,162,0,0,0,729,0,141,0,546,0,133,0,60,0,704,0,65,0,39,0,59,0,310,0,113,0,766,0,50,0,54,3,642,0,171,0,173,0,195,0,325,0,90,0,17,19,422,0,621,0,455,0,22,0,282,0,393,0,1107,0,1197,0,500,0,407,0,1144,0,358,0,1205,0,765,6,68,0,596,0,113,0,351,0,0,0,0,0,0,0,8,0,26,0,0,0,122,0,52,0,11,0,0,0,0,0,23,0,36,0,145,0,0,0,68,0,18,0,0,0,0,0,0,0,130,0,268,0,9,0,7,0,0,0,17,0,726,0,348,2,449,0,141,0,357,0,712,0,162,0,96,0,0,0,133,0,668,0,250,0,0,0,0
"ada73c176d35ca91911487d5a23d583e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,286,0,366,0,726,0,1325,0,1379,48,161,0,366,0,0,0,452,0,709,0,368,0,259,0,329,0,335,0,0,0,0,0,0,0,361,0,99,0,150,0,588,0,858,0,356,62,1254,0,718,0,441,5,357,0,431,0,256,0,204,0,323,0,873,0,393,0,479,0,355,0,317,0,422,0,127,0,466,0,538,0,377,0,425,7,203,0,451,45,118,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,16,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,112,0,0,0,345,0,153,0,0,0,135,0,42,0,0,0,87,0,287,15,26,0,100,0,0,0,0,0
"11e553cc614f7bae69da7e1d29025ec3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,154,0,393,0,77,0,2934,0,246,4,283,0,9,19,369,102,129,0,374,12,359,3,115,53,380,0,105,0,15,0,133,0,202,0,66,10,288,75,38,0,29,32,292,0,211,10,295,0,397,0,506,0,75,0,95,0,249,0,331,0,279,0,5,0,343,5,330,0,342,0,314,0,104,0,103,0,2107,0,1037,8,209,0,76,44,549,0,420,0,209,0,361,0,0,0,0,0,51,0,0,0,15,0,418,0,63,0,0,0,64,0,0,0,78,0,245,0,53,0,18,0,0,0,0,0,144,0,0,0,0,0,816,0,51,0,0,0,0,0,8,0,0,0,141,43,303,55,44,0,63,0,17,0,25,5,35,0,1030,18,11,0,59,143,57,0,164,0,80,0,0,0,0
"57ddfd911e257c47959254e51360df92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,181,0,112,0,436,0,568,105,625,0,341,0,144,0,90,0,745,78,176,0,576,0,52,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,271,0,0,22,356,75,201,331,389,0,1029,0,490,0,406,0,371,0,1396,0,1774,0,445,0,522,0,239,0,1218,0,2934,0,0,0,0,0,105,0,7,0,47,0,366,0,57,0,845,81,242,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,5,0,112,13,144,17,112,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
"dea11a4044380bc6cec2b4518cd98804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,244,373,406,9,261,32,27,1037,74,158,23,11677,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,17,0,16,0,0,2147,0,8,0,26,0,0,0,17,0,19,0,1904,0,3,0,31,0,0,0,0,0,13,0,0,0,0,0,0,0,0,22,0,0,28,0,64,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,0,0,0,0,0
"e68b01ea103fa249b85ad2e1c152d33e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,24,0,43,0,0,299,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,16,153,319,119,402,0,181,0,114,0,1025,477,779,238,0,232,1744,0,146,468,1787,233,0,0,288,0,0,0,936,0,156,2229,694,551,51,163,1483,222,58,317,0,0,389,0,187,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,15,0,629,152,95,0,62,0,0,0,0,0,251,0,55,0,0,0,48,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3b06edd4ebc632a27a0011b8525d38ad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,36,7,36,3201,466,834,1031,0,51,0,0,0,0,0,2587,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,95,0,0,0,0,0,3,1926,0,0,0,0,0,2,0,0,0,0,0,0,0,5599,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,622,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d8f20df5e13e6c0707dbff080ad7805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,255,0,163,0,478,0,879,0,4084,0,0,0,215,0,73,0,234,0,1045,0,354,0,111,0,383,0,0,0,0,0,0,0,55,0,0,0,116,0,0,11,571,0,303,0,224,0,0,0,0,0,92,0,468,0,365,0,478,0,415,0,562,0,592,0,207,0,421,34,268,0,144,0,803,0,108,0,149,0,627,0,107,0,322,0,410,0,269,0,202,0,0,0,133,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,244,0,0,0,114,0,0,0,0,0
"db65b7836aff7e66bbe4b49350ed1afe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,90,0,31,0,35,10,29,38,2749,8,52,47,172,176,0,325,0,155,347,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,1712,0,844,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1815,0,1708,0,6037,0,97,0,76,0,77,25,0,0,0,0,0,12,121,0,246,4,230,26,0,0,0,0,0,0,0,0,21,0,89,0,0,0,0,0,0,0,0,0,0,0
"c66b42182206ddf80d70a81bc1360dd8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,116,0,175,265,192,178,313,326,117,247,241,162,132,166,141,205,178,237,204,145,165,361,237,386,0,0,0,0,99,0,0,153,0,0,0,225,0,0,0,0,0,0,139,0,118,0,154,0,285,135,154,87,367,96,204,136,153,341,152,155,175,140,192,212,198,0,260,173,289,175,296,178,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,86,0,0,45,0,0,0,0,0,0,0,0,0,0,540,166,214,160,345,292,306,353,449,246,373,153,221,292,327,245,315,258,375,303,397,112,257,378,0,0,0,0
"ae34fa11c8b7ff8929086fa20ef41fed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,3,365,0,171,0,0,0,448,0,580,0,505,0,0,0,125,0,28,0,110,0,297,0,142,14,118,0,116,0,45,0,128,0,82,0,55,0,177,0,135,0,8,5,84,0,45,0,82,2,54,0,759,0,155,0,251,0,145,4,160,0,106,0,5,0,234,0,265,0,339,0,406,0,232,0,295,0,972,4,177,0,293,0,269,0,280,0,238,0,167,0,262,0,0,0,0,0,59,0,84,0,67,0,386,0,245,0,129,0,81,0,170,0,87,2,99,0,65,0,481,0,146,0,236,0,91,0,0,0,298,0,97,0,234,0,131,0,168,0,76,0,0,0,105,0,299,0,131,13,258,0,21,0,13,0,11,0,906,0,622,0,138,0,117,14,156,0,595,0,0,0,0
"3afdcf429ea58dd52d0003de60ae48ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,22,0,58,0,0,0,0,0,0,0,0,0,143,492,284,200,735,0,0,0,49,0,77,0,7,0,0,0,0,49,716,34,621,0,720,0,0,34,86,0,815,27,0,0,312,0,182,0,0,0,116,0,0,0,297,0,149,0,476,0,302,0,131,0,407,11,501,0,1560,0,377,75,269,103,103,0,593,63,46,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,23,0,0,58,0,0,0,0,0,0,112,0,0,0,146,0,48,0,33,0,40,0,148,0,34,0,8,0,131,0,147,0,213,0,1136,0,438,0,415,0,352,116,519,11,84,0,0,0,393,325,220,213,0,0,0,0,0,0,0,0,0,0
"cab8beb227c61434ca4be22d1ecd7f84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,9,0,14,0,131,0,85,0,112,0,528,0,151,0,19,0,150,0,232,0,146,0,16,0,1967,0,1155,0,551,0,556,10,448,0,360,0,3769,0,556,0,273,0,114,0,230,0,67,0,236,0,1378,0,0,0,0,0,0,0,79,0,46,0,531,0,79,0,80,0,127,0,0,0,34,0,423,0,13,0,96,0,123,0,215,0,165,0,0,0,167,0,147,0,315,0,67,0,86,0,171,0,0,0,430,0,15,0,0,0,16,0,20,0,8,0,39,0,24,0,24,0,0,0,12,0,40,0,18,0,0,0,0
"174367e0f6edc695f6b333fb42fa1e7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,106,130,0,136,141,49,0,0,76,0,24,12,0,0,0,0,0,16,0,0,0,0,25,135,0,0,0,0,0,0,0,0,0,0,0,44,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12994,0,0,27,0,61,1236,20,0,86,0,0,0,0,361,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,121,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63424c5aeb8630c6dc55a72fdc94afb0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,626,0,174,0,210,0,229,0,865,0,670,0,0,0,77,0,110,0,233,0,864,0,1735,0,164,0,142,0,37,0,144,0,88,0,70,0,236,0,0,4,21,0,56,0,205,0,196,0,220,0,202,0,146,0,0,0,249,0,363,0,459,0,16,0,269,0,201,0,409,0,1060,0,176,0,181,0,1130,0,243,0,214,0,98,0,296,0,386,0,383,0,197,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,85,0,105,0,15,0,8,0,7,0,78,0,0,0,304,0,51,0,59,0,100,0,0,0,0
